-4.9875 0 0
-4.9625 0 0
-4.9375 0 0
-4.9125 0 0
-4.8875 0 0
-4.8625 0 0
-4.8375 0 0
-4.8125 0 0
-4.7875 0 0
-4.7625 0 0
-4.7375 0 0
-4.7125 0 0
-4.6875 0 0
-4.6625 0 0
-4.6375 0 0
-4.6125 0 0
-4.5875 0 0
-4.5625 0 0
-4.5375 0 0
-4.5125 0 0
-4.4875 0 0
-4.4625 0 0
-4.4375 0 0
-4.4125 0 0
-4.3875 0 0
-4.3625 0 0
-4.3375 0 0
-4.3125 0 0
-4.2875 0 0
-4.2625 0 0
-4.2375 0 0
-4.2125 0 0
-4.1875 0 0
-4.1625 0 0
-4.1375 0 0
-4.1125 0 0
-4.0875 0 0
-4.0625 0 0
-4.0375 0 0
-4.0125 0 0
-3.9875 0 0
-3.9625 0 0
-3.9375 0 0
-3.9125 0 0
-3.8875 0 0
-3.8625 0 0
-3.8375 0 0
-3.8125 0 0
-3.7875 0 0
-3.7625 0 0
-3.7375 0 0
-3.7125 0 0
-3.6875 0 0
-3.6625 0 0
-3.6375 0 0
-3.6125 0 0
-3.5875 0 0
-3.5625 0 0
-3.5375 0 0
-3.5125 0 0
-3.4875 0 0
-3.4625 0 0
-3.4375 0 0
-3.4125 0 0
-3.3875 0 0
-3.3625 0 0
-3.3375 0 0
-3.3125 0 0
-3.2875 0 0
-3.2625 0 0
-3.2375 0 0
-3.2125 0 0
-3.1875 0 0
-3.1625 0 0
-3.1375 0 0
-3.1125 0 0
-3.0875 0 0
-3.0625 0 0
-3.0375 0 0
-3.0125 0 0
-2.9875 0 0
-2.9625 0 0
-2.9375 0 0
-2.9125 0 0
-2.8875 0 0
-2.8625 0 0
-2.8375 0 0
-2.8125 0 0
-2.7875 0 0
-2.7625 8.62069e-06 8.51225e-06
-2.7375 0 0
-2.7125 0 0
-2.6875 0 0
-2.6625 8.62069e-06 8.51225e-06
-2.6375 1.72414e-05 1.18828e-05
-2.6125 8.62069e-06 8.51225e-06
-2.5875 8.62069e-06 8.51225e-06
-2.5625 4.31034e-05 3.0326e-05
-2.5375 2.58621e-05 1.43606e-05
-2.5125 4.31034e-05 2.17662e-05
-2.4875 7.75862e-05 3.7552e-05
-2.4625 0.000103448 2.78009e-05
-2.4375 0.000155172 3.43748e-05
-2.4125 0.000172414 4.72175e-05
-2.3875 0.000258621 5.55349e-05
-2.3625 0.000301724 5.19928e-05
-2.3375 0.000482759 0.000112928
-2.3125 0.000594828 9.36347e-05
-2.2875 0.00087931 0.000104129
-2.2625 0.000793103 9.05788e-05
-2.2375 0.00139655 0.000148291
-2.2125 0.00188793 0.000181234
-2.1875 0.00262069 0.000229641
-2.1625 0.00286207 0.000182954
-2.1375 0.00407759 0.000258301
-2.1125 0.00497414 0.000326424
-2.0875 0.00599138 0.000319707
-2.0625 0.00707759 0.00035856
-2.0375 0.00924138 0.00041311
